Q05-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q05-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q05-04;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q05-05;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q05-A-01;Wintershall;Boorgatstatus;Closed-in;Abandoned
Q07-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q07-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q07-03;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
Q07-03-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
Q07-03-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q07-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q07-05;Chevron;Boorgatstatus;Plugged and abandoned;Abandoned
Q07-06;Chevron;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
Q07-06-S1;Chevron;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-05;Wintershall;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
Q08-05-S1;Wintershall;Boorgatstatus;Plugged back;Abandoned
Q08-05-S2;Wintershall;Boorgatstatus;Plugged back;Abandoned
Q08-05-S3;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-06;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-07;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-A-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-A-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-A-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q08-B-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q10-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q10-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q10-03;Mobil;Boorgatstatus;Plugged and abandoned;Abandoned
Q10-04;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
Q10-05;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q11-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q11-01-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
Q11-01-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q11-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q11-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-02;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-03;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-04-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-06;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-07;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-07-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-07-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-10;PanCanadian;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-11;PanCanadian;Boorgatstatus;Plugged and abandoned;Abandoned
Q13-12;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
Q13-A-04;ENGIE E&P Nederland B.V.;Opdrachtgever;Gaz de France Suez;GDF SUEZ E&P Nederland B.V.
Q14-01;Bow Valley;Boorgatstatus;Plugged and abandoned;Abandoned
Q14-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q14-03;Oranje-Nassau Energie Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-04;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-05;Oranje-Nassau Energie B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-06;Oranje-Nassau Energie B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
Q16-FA-101-S1;Oranje-Nassau Energie B.V.;Boorgatstatus;Producing;Producing/Injecting
RAA-01;Rijks Geologische Dienst;Boorgatstatus;Plugged and abandoned;Abandoned
RAL-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RAL-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
RAM-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RAM-02;NAM;Boorgatstatus;Plugged and abandoned;Closed-in
RAN-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RAT-01;Rijksopsporing van Delfstoffen;Boorgatstatus;Plugged and abandoned;Abandoned
RAW-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
REU-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RID-01;NAM;Huidige eigenaar;NAM;Vermilion Energy Netherlands B.V.
RID-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RID-02;Vermilion;Huidige eigenaar;Vermilion;Vermilion Energy Netherlands B.V.
RID-02;Vermilion;Boorgatstatus;Producing;Producing/Injecting
RID-03;Vermilion;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-04-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-04-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-06;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-06-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-07;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-07-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-07-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-09-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-09-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-10;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-10-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-11;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-12;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-12-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-12-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-12-S4;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-13;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-14;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-14-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-14-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-15;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-15-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-15-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-16;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-17;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-17-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-17-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-18;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-19;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-20;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-21;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-22;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-23;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-23-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-24;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-24-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-25;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-26;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-27;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-28;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-29;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-29-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-30;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-31;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-32;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-32-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-32-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RKK-32-S3;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RLO-01;Rijks Geologische Dienst;Boorgatstatus;Plugged and abandoned;Abandoned
ROD-101;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ROD-101-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ROD-101-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ROT-01-S1;NAM;Boorgatstatus;-;Observing
ROT-OBS;NAM;Boorgatstatus;Closed-in;Abandoned
ROW-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
ROW-10;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RPL-01;Total;Boorgatstatus;Plugged and abandoned;Abandoned
RSB-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RSK-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
RST-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RSW-01;NAM;Boorgatstatus;Closed-in;Abandoned
RSW-02;NAM;Boorgatstatus;Closed-in;Abandoned
RSW-03;NAM;Boorgatstatus;Closed-in;Abandoned
RSW-04;NAM;Boorgatstatus;Closed-in;Abandoned
RSW-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RSW-06;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
RSW-06-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
RSW-06-S2;NAM;Boorgatstatus;Closed-in;Abandoned
RSW-07;NAM;Boorgatstatus;Plugged back and sidetracked;Abandoned
RSW-07-S1;NAM;Boorgatstatus;Plugged back;Abandoned
RSW-07-S2;NAM;Boorgatstatus;Closed-in;Abandoned
RSW-08;NAM;Boorgatstatus;Closed-in;Abandoned
RSW-09;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
RSW-09-S1;NAM;Boorgatstatus;Closed-in;Abandoned
RTD-04;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-08;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-09;NAM;Boorgatstatus;Water injecting;Producing/Injecting
RTD-10;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-11;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-12-S1;NAM;Boorgatstatus;Water injecting;Producing/Injecting
RTD-14-S2;NAM;Boorgatstatus;Plugged back;Abandoned
RTD-14-S3;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-14-S4;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-15;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-15-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-16-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
RTD-16-S2;NAM;Boorgatstatus;Water injecting;Producing/Injecting
RTD-17;NAM;Boorgatstatus;Water injecting;Producing/Injecting
RTD-18;NAM;Boorgatstatus;Plugged and abandoned;Technisch mislukt en sidetracked
RTD-18-S1;NAM;Boorgatstatus;Plugged back;Abandoned
RTD-18-S2;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-19;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-19-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-20;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-20-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-21;NAM;Boorgatstatus;Producing;Producing/Injecting
RTD-OBS;NAM;Boorgatstatus;-;Observing
RUI-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RUI-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RVR-76;Staatsmijnen;Boorgatstatus;Plugged and abandoned;Abandoned
RVW-01;Total;Boorgatstatus;Plugged and abandoned;Abandoned
RWD-01;Vermilion;Veld Code;RAU;GRW-RWD
RWD-02;Vermilion;Veld Code;RAU;GRW-RWD
RWK-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-06;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-07;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-10;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-11;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-12;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-13;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-14;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-15;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-16;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-16-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-17;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-18;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RWK-18-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
RZB-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
S02-01;Mobil;Boorgatstatus;Plugged and abandoned;Abandoned
S02-02;Mobil;Boorgatstatus;Plugged and abandoned;Abandoned
S05-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SAN-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SAP-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SAP-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SAP-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SAP-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SAP-05;NAM;Boorgatstatus;Plugged and abandoned;Closed-in
SAP-06-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-07;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-08;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-09;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-10;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-11;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-12;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-13;NAM;Boorgatstatus;Producing;Producing/Injecting
SAP-14;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SAP-15-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
SAU-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCB-01;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-02;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-03;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-04;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-05;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-06;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-07;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-08;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-09;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-10;NAM;Boorgatstatus;Producing;Producing/Injecting
SCB-11;NAM;Boorgatstatus;Producing;Producing/Injecting
SCH-002;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-003;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-004;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-005;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-006;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-007;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-008;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-009;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-010;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-010-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-011;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-012;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-013;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-014;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-014-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-015;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-015-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-016;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-017;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-018;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-019;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-019-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-020;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-020-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-021;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-021-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-022;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-023;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-024;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-024-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-025;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-025-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-026;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-027;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-027-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-028;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-029;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-030;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-030-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-031;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-032;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-033;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-034;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-035;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-036;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-037;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-037A;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-038;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-039;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-040;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-041;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-041-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-041-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-042;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-043;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-044;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-045;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-046;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-046-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-047;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-047-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-048;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-048-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-049;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-050;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-051;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-052;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-053;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-053-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-054;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-054-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-054-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-054-S3;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-055;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-055-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-056;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-057;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-058;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-059;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-059-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-059-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-060;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-061;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-062;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-062-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-063;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-064;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-064-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-064-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-064-S3;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-065;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-066;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-067;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-068;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-068-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-068-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-069;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-070;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-071;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-071-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-072;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-073;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-073-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-073-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-074;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-075;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-076;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-076-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-076-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-077;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-078;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-078-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-078-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-078-S3;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-079;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-079-S1;NAM;Boorgatstatus;Producing;Abandoned
SCH-080;NAM;Boorgatstatus;Plugged and abandoned;Plugged back and sidetracked
SCH-080-S1;NAM;Boorgatstatus;Plugged and abandoned;Closed-in
SCH-081;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-081-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-082;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-083;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-084;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-085;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-086;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-087;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
SCH-088;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
